[2014/07/07 18:58:29] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 2810, 2862)
[2014/07/07 20:11:57] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 5248, 5300). Elapsed time: 01:13:27
[2014/07/07 20:12:08] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 6308, 6360). Elapsed time: 01:13:36
[2014/07/07 20:12:09] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 1697, 1749). Elapsed time: 01:13:37
[2014/07/07 20:12:45] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 5672, 5724). Elapsed time: 01:14:14
[2014/07/07 20:12:47] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 955, 1007). Elapsed time: 01:14:15
[2014/07/07 20:13:23] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 4029, 4081). Elapsed time: 01:14:53
[2014/07/07 20:13:24] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 2651, 2703). Elapsed time: 01:14:54
[2014/07/07 20:13:31] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 3075, 3127). Elapsed time: 01:15:00
[2014/07/07 20:13:36] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 3923, 3975). Elapsed time: 01:15:04
[2014/07/07 20:14:19] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 2386, 2438). Elapsed time: 01:15:48
[2014/07/07 20:14:23] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 796, 848). Elapsed time: 01:15:51
[2014/07/07 20:14:28] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 2598, 2650). Elapsed time: 01:15:56
[2014/07/07 20:14:38] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 3552, 3604). Elapsed time: 01:16:07
[2014/07/07 20:14:49] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 4718, 4770). Elapsed time: 01:16:19
[2014/07/07 20:14:59] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 4347, 4399). Elapsed time: 01:16:29
[2014/07/07 20:15:02] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 2757, 2809). Elapsed time: 01:16:31
[2014/07/07 20:15:20] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 637, 689). Elapsed time: 01:16:48
[2014/07/07 20:15:29] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 2492, 2544). Elapsed time: 01:16:58
[2014/07/07 20:15:36] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 1061, 1113). Elapsed time: 01:17:06
[2014/07/07 20:16:24] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 690, 742). Elapsed time: 01:17:52
[2014/07/07 20:16:39] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 3234, 3286). Elapsed time: 01:18:09
[2014/07/07 20:16:52] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 6149, 6201). Elapsed time: 01:18:21
[2014/07/07 20:16:53] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 2863, 2915). Elapsed time: 01:18:21
[2014/07/07 20:17:07] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 1591, 1643). Elapsed time: 01:18:36
[2014/07/07 20:17:11] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 5619, 5671). Elapsed time: 01:18:39
[2014/07/07 20:17:16] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 1909, 1961). Elapsed time: 01:18:44
[2014/07/07 20:17:17] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 2333, 2385). Elapsed time: 01:18:46
[2014/07/07 20:17:22] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 5354, 5406). Elapsed time: 01:18:50
[2014/07/07 20:17:29] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7739, 7791)
[2014/07/07 20:17:29] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7686, 7738)
[2014/07/07 20:17:37] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 3446, 3498). Elapsed time: 01:19:06
[2014/07/07 20:18:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7845, 7897)
[2014/07/07 20:18:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7792, 7844)
[2014/07/07 20:18:07] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 1, 53). Elapsed time: 01:19:36
[2014/07/07 20:18:08] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 5036, 5088). Elapsed time: 01:19:37
[2014/07/07 20:18:27] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 5884, 5936). Elapsed time: 01:19:55
[2014/07/07 20:18:44] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 3711, 3763). Elapsed time: 01:20:12
[2014/07/07 20:19:08] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 2439, 2491). Elapsed time: 01:20:37
[2014/07/07 20:19:15] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7898, 7950)
[2014/07/07 20:19:20] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 2174, 2226). Elapsed time: 01:20:49
[2014/07/07 20:19:29] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7951, 8003)
[2014/07/07 20:19:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8004, 8056)
[2014/07/07 20:19:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8057, 8109)
[2014/07/07 20:19:42] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 4983, 5035). Elapsed time: 01:21:10
[2014/07/07 20:19:59] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8110, 8162)
[2014/07/07 20:20:15] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 5566, 5618). Elapsed time: 01:21:43
[2014/07/07 20:20:21] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 2227, 2279). Elapsed time: 01:21:50
[2014/07/07 20:20:44] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8163, 8215)
[2014/07/07 20:21:14] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 4877, 4929). Elapsed time: 01:22:43
[2014/07/07 20:21:15] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8216, 8268)
[2014/07/07 20:21:22] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 1220, 1272). Elapsed time: 01:22:50
[2014/07/07 20:21:29] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 1273, 1325). Elapsed time: 01:22:58
[2014/07/07 20:21:44] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8428, 8480)
[2014/07/07 20:21:44] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8322, 8374)
[2014/07/07 20:21:44] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8269, 8321)
[2014/07/07 20:21:45] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8375, 8427)
[2014/07/07 20:21:48] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 3340, 3392). Elapsed time: 01:23:16
[2014/07/07 20:21:58] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 2704, 2756). Elapsed time: 01:23:27
[2014/07/07 20:22:15] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8481, 8533)
[2014/07/07 20:22:21] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 3181, 3233). Elapsed time: 01:23:49
[2014/07/07 20:22:29] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8534, 8586)
[2014/07/07 20:23:15] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8587, 8639)
[2014/07/07 20:23:29] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8640, 8692)
[2014/07/07 20:23:29] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8693, 8745)
[2014/07/07 20:24:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8746, 8798)
[2014/07/07 20:25:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8799, 8851)
[2014/07/07 20:25:14] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 6361, 6413). Elapsed time: 01:26:44
[2014/07/07 20:25:45] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8852, 8904)
[2014/07/07 20:26:33] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 3870, 3922). Elapsed time: 01:28:02
[2014/07/07 20:26:42] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 6467, 6519). Elapsed time: 01:28:10
[2014/07/07 20:26:49] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 849, 901). Elapsed time: 01:28:18
[2014/07/07 20:26:49] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 6997, 7049). Elapsed time: 00:28:48
[2014/07/07 20:27:15] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8905, 8957)
[2014/07/07 20:27:22] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 3605, 3657). Elapsed time: 01:28:51
[2014/07/07 20:27:26] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 6043, 6095). Elapsed time: 01:28:54
[2014/07/07 20:27:29] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 3393, 3445). Elapsed time: 01:28:57
[2014/07/07 20:27:59] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9011, 9063)
[2014/07/07 20:27:59] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8958, 9010)
[2014/07/07 20:28:14] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9064, 9116)
[2014/07/07 20:28:29] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9117, 9169)
[2014/07/07 20:28:29] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9170, 9222)
[2014/07/07 20:28:40] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 6838, 6890). Elapsed time: 00:31:53
[2014/07/07 20:28:44] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9223, 9275)
[2014/07/07 20:28:51] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 5195, 5247). Elapsed time: 01:30:20
[2014/07/07 20:29:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9276, 9328)
[2014/07/07 20:29:18] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 6732, 6784). Elapsed time: 00:33:32
[2014/07/07 20:29:57] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 6626, 6678). Elapsed time: 00:34:41
[2014/07/07 20:30:01] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 6573, 6625). Elapsed time: 00:34:45
[2014/07/07 20:30:12] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 6785, 6837). Elapsed time: 00:33:41
[2014/07/07 20:30:12] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 6891, 6943). Elapsed time: 00:33:11
[2014/07/07 20:30:44] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9329, 9381)
[2014/07/07 20:31:14] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9435, 9487)
[2014/07/07 20:31:14] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9488, 9540)
[2014/07/07 20:31:14] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9382, 9434)
[2014/07/07 20:31:19] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 5990, 6042). Elapsed time: 01:32:48
[2014/07/07 20:31:30] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7315, 7367). Elapsed time: 00:31:13
[2014/07/07 20:31:59] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9541, 9593)
[2014/07/07 20:32:11] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7262, 7314). Elapsed time: 00:32:25
[2014/07/07 20:32:29] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9594, 9646)
[2014/07/07 20:32:38] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7050, 7102). Elapsed time: 00:34:07
[2014/07/07 20:33:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9647, 9699)
[2014/07/07 20:33:48] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 6679, 6731). Elapsed time: 00:38:01
[2014/07/07 20:34:54] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 4506, 4558). Elapsed time: 01:36:22
[2014/07/07 20:35:01] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7421, 7473). Elapsed time: 00:32:59
[2014/07/07 20:35:03] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7527, 7579). Elapsed time: 00:30:47
[2014/07/07 20:35:45] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9700, 9752)
[2014/07/07 20:36:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9859, 9911)
[2014/07/07 20:36:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9753, 9805)
[2014/07/07 20:36:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9806, 9858)
[2014/07/07 20:36:20] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 4135, 4187). Elapsed time: 01:37:49
[2014/07/07 20:36:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9912, 9964)
[2014/07/07 20:36:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9965, 10017)
[2014/07/07 20:36:44] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10018, 10070)
[2014/07/07 20:36:44] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10071, 10123)
[2014/07/07 20:37:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10177, 10229)
[2014/07/07 20:37:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10124, 10176)
[2014/07/07 20:38:04] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7474, 7526). Elapsed time: 00:35:03
[2014/07/07 20:38:23] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7580, 7632). Elapsed time: 00:31:36
[2014/07/07 20:38:29] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7368, 7420). Elapsed time: 00:36:57
[2014/07/07 20:38:47] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7156, 7208). Elapsed time: 00:39:46
[2014/07/07 20:39:12] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7633, 7685). Elapsed time: 00:31:55
[2014/07/07 20:39:29] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10230, 10282)
[2014/07/07 20:39:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10283, 10335)
[2014/07/07 20:40:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10389, 10441)
[2014/07/07 20:40:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10336, 10388)
[2014/07/07 20:40:14] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10442, 10494)
[2014/07/07 20:40:46] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10495, 10547)
[2014/07/07 20:40:56] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 6944, 6996). Elapsed time: 00:43:10
[2014/07/07 20:41:02] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7686, 7738). Elapsed time: 00:23:32
[2014/07/07 20:41:28] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7209, 7261). Elapsed time: 00:42:26
[2014/07/07 20:42:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10548, 10600)
[2014/07/07 20:43:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10601, 10653)
[2014/07/07 20:43:45] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10654, 10706)
[2014/07/07 20:44:00] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7103, 7155). Elapsed time: 00:45:00
[2014/07/07 20:46:46] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8428, 8480). Elapsed time: 00:25:02
[2014/07/07 20:47:15] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10707, 10759)
[2014/07/07 20:48:31] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7845, 7897). Elapsed time: 00:30:30
[2014/07/07 20:49:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10760, 10812)
[2014/07/07 20:49:02] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8216, 8268). Elapsed time: 00:27:47
[2014/07/07 20:49:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10813, 10865)
[2014/07/07 20:49:34] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8163, 8215). Elapsed time: 00:28:49
[2014/07/07 20:50:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10866, 10918)
[2014/07/07 20:50:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10919, 10971)
[2014/07/07 20:51:15] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10972, 11024)
[2014/07/07 20:51:15] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11025, 11077)
[2014/07/07 20:51:15] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11078, 11130)
[2014/07/07 20:51:16] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11131, 11183)
[2014/07/07 20:54:01] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8375, 8427). Elapsed time: 00:32:16
[2014/07/07 20:55:42] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7898, 7950). Elapsed time: 00:36:26
[2014/07/07 20:56:02] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7951, 8003). Elapsed time: 00:36:31
[2014/07/07 20:56:11] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9117, 9169). Elapsed time: 00:27:41
[2014/07/07 20:56:16] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9276, 9328). Elapsed time: 00:27:16
[2014/07/07 20:56:19] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8322, 8374). Elapsed time: 00:34:34
[2014/07/07 20:56:44] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 7792, 7844). Elapsed time: 00:38:44
[2014/07/07 20:56:55] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8481, 8533). Elapsed time: 00:34:40
[2014/07/07 20:57:37] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8640, 8692). Elapsed time: 00:34:07
[2014/07/07 20:58:10] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8534, 8586). Elapsed time: 00:35:40
